Authors,Title,Publication,Volume,Number,Pages,Year,Publisher
"Nilse, Lars; Davies, Hillary J; Adams, Charles S; ",Synchronous tuning of extended cavity diode lasers: the case for an optimum pivot point,Applied optics,38,3,548-553,1999,Optica Publishing Group
"Potvliege, RM; Shakeshaft, Robin; ",Nonperturbative calculation of partial differential rates for multiphoton ionization of a hydrogen atom in a strong laser field,Physical Review A,38,2,1098,1988,APS
"Roberts, Caleb; Twidwell, Dirac; Burnett, Jessica; Donovan, Victoria; Wonkka, Carissa; Bielski, Christine; Garmestani, Ahjond; Angeler, David; Eason, Tarsha; Allred, Brady; ","Rangeland Ecology & Management, Volume 71, Issue 6: Early Warnings for State Transitions",,,,,2018,Elsevier
"Ratkata, Apichayaporn; Gregory, Philip D; Innes, Andrew D; Matthies, Alex J; McArd, Lewis A; Mortlock, Jonathan M; Safronova, MS; Bromley, Sarah L; Cornish, Simon L; ",Measurement of the tune-out wavelength for Cs 133 at 880 nm,Physical Review A,104,5,052813,2021,APS
"Williams, Hannah Jane; ","Producing, trapping and controlling ultracold CaF molecules",,,,,2018,Imperial College London
"Adams, Charles; ",Stress Dependent Behaviour of InGaAsP Semiconductor Diode Lasers,,,,,1988,
"Pont, Marcel; Potvliege, RM; Shakeshaft, Robin; Smith, Philip HG; ",Geometric phases in multiphoton ionization,Physical Review A,46,1,555,1992,APS
"Flower, David R; des Forets, G Pineau; Field, D; May, PW; ",The structure of MHD shocks in molecular outflows: grain sputtering and SiO formation,Monthly Notices of the Royal Astronomical Society,280,2,447-457,1996,"Blackwell Science Ltd Oxford, UK"
"Wade, Christopher G; Šibalić, Nikola; Keaveney, James; Adams, Charles S; Weatherill, Kevin J; ",Probing an excited-state atomic transition using hyperfine quantum-beat spectroscopy,Physical Review A,90,3,033424,2014,APS
"Winiecki, T; Adams, CS; ",Motion of an object through a dilute quantum fluid,arXiv preprint cond-mat/0006125,,,,2000,
"Jones, Matthew; ",Locus Tag Quantification (FIJI/ImageJ Macro),,,,,2022,
"Flower, DR; Pineau-Des-Forets, G; ",Solar Emission Lines Produced in the Wake of a Shock Wave-Part Two-Line Profiles,"Astronomy and Astrophysics, Vol. 110, P. 163, 1982",110,,163,1982,
"Hughes, Ifan G; ",Velocity selection in a Doppler-broadened ensemble of atoms interacting with a monochromatic laser beam,Journal of Modern Optics,65,5-6,640-647,2018,Taylor & Francis
"Zentile, Mark A; Keaveney, James; Mathew, Renju S; Whiting, Daniel J; Adams, Charles S; Hughes, Ifan G; ",Optimization of atomic Faraday filters in the presence of homogeneous line broadening,"Journal of Physics B: Atomic, Molecular and Optical Physics",48,18,185001,2015,IOP Publishing
"Parker, NG; Proukakis, NP; Adams, CS; ",Dark soliton decay due to trap anharmonicity in atomic Bose-Einstein condensates,Physical Review A,81,3,033606,2010,APS
"Paredes-Barato, D; Busche, H; Maxwell, D; Szwer, DJ; Jones, MPA; Adams, CS; ",Photonic phase-gate using Rydberg atoms and microwaves,International Quantum Electronics Conference,,,IB_P_15,2013,Optica Publishing Group
"KASEVICH, MARK; LEE, HEUN JIN; ADAMS, CHARLES; CHU, STEVEN; ",OPTICAL TRAPS FOR ULTRA-COLD ATOMS,Laser Spectroscopy,,,13,1995,Plenum Press
"Meuwly, Markus; Hutson, Jeremy M; ","Gas Phase Dynamics and Structure: Spectroscopy, Molecular Interactions, Scattering, and Photochemistry-Intermolecular potential energy surfaces and bound states in F-HF",Journal of Chemical Physics,112,2,592-600,2000,"[New York, etc.]: American Institute of Physics."
"Hopkinson, DA; Cornish, SL; Edwards, NH; Baird, PEG; Cockburn, A; Cameron, K; ",DFB laser diode operation at 77 K,Measurement Science and Technology,7,5,792,1996,IOP Publishing
"Mizouri, Arin; Krohn, UM; Carty, D; ",A Moving-Trap Zeeman Decelerator,,,,,2016,Durham University
"Rottke, Horst; Wolff-Rottke, B; Feldmann, D; Welge, Karl Heinz; Dörr, Martin; Potvliege, RM; Shakeshaft, Robin; ",Atomic hydrogen in a strong optical radiation field,Physical Review A,49,6,4837,1994,APS
"Baer, T; Hutson, JM; Nesbitt, DJ; Scoles, G; ",Roger E. Miller,,,,,2006,"TAYLOR & FRANCIS LTD 4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON …"
"Molony, Peter K; Gregory, Philip D; Ji, Zhonghua; Lu, Bo; Köppinger, Michael P; Le Sueur, C Ruth; Blackley, Caroline L; Hutson, Jeremy M; Cornish, Simon L; ",Creation of ultracold rb 87 cs 133 molecules in the rovibrational ground state,Physical review letters,113,25,255301,2014,APS
"Heijmen, Tino GA; Moszynski, Robert; Wormer, Paul ES; van der Avoird, Ad; Buck, Udo; Steinbach, Christof; Hutson, Jeremy M; ",Total differential cross sections for Ar–CH 4 from an ab initio potential,The Journal of chemical physics,108,12,4849-4853,1998,American Institute of Physics
"Pellizzari, T; Gardiner, SA; JI, Cirac'; Zoller, P; ",QUANTUM COMPUTATION,"Coherence and Quantum Optics VII: Proceedings of the Seventh Rochester Conference on Coherence and Quantum Optics, held at the University of Rochester, June 7–10, 1995",,,35,2013,Springer Science & Business Media
"Law, Mark M; Hutson, Jeremy M; Ernesti, Andreas; ",Fitting molecular potential energy surfaces,,,,,1993,Collaborative Computational Project on Heavy Particle Dynamics (CCP6)
"Henkel, C; Gardiner, SA; ",Spatial decoherence of Bose-Einstein condensates in microtraps,,,,,2002,
"Cutler, Tom F; Hamlyn, William J; Renger, Jan; Whittaker, Kate A; Pizzey, Danielle; Hughes, Ifan G; Sandoghdar, Vahid; Adams, Charles S; ",Nanostructured alkali-metal vapor cells,Physical Review Applied,14,3,034054,2020,APS
"Winiecki, T; McCann, JF; Adams, CS; ",Pressure drag in linear and nonlinear quantum fluids,Physical review letters,82,26,5186,1999,APS
"Ates, C; Lesanovsky, I; Adams, CS; Weatherill, KJ; ",Fast and quasideterministic single ion source from a dipole-blockaded atomic ensemble,Physical Review Letters,110,21,213003,2013,APS
"Gardiner, SA; Cirac, JI; Zoller, P; ",Measurement of Arbitrary Observables of a Trapped Ion,arXiv preprint quant-ph/9606026,,,,1996,
"Flower, DR; Pineau des Forêts, G; ",Time‐dependent modelling of the molecular line emission from shock waves in outflow sources,Monthly Notices of the Royal Astronomical Society,421,4,2786-2797,2012,"Blackwell Publishing Ltd Oxford, UK"
"Mohapatra, AK; Jackson, TR; Adams, CS; ",Publisher's copyright statement: cO 2007 by The American Physical Society. All rights reserved. Additional information,,,,,2008,
"Carr, Christopher; Adams, Charles S; Weatherill, Kevin J; ",Polarization spectroscopy of an excited state transition,Optics Letters,37,1,118-120,2012,Optica Publishing Group
"Hutson, Jeremy M; Ernesti, Andreas; Law, Mark M; Roche, Christine F; Wheatley, Richard J; ",The intermolecular potential energy surface for CO2–Ar: Fitting to high‐resolution spectroscopy of Van der Waals complexes and second virial coefficients,The Journal of chemical physics,105,20,9130-9140,1996,American Institute of Physics
"Karman, Tijs; Hutson, Jeremy M; ",Microwave shielding of ultracold polar molecules,Physical review letters,121,16,163401,2018,APS
"Dörr, Martin; Potvliege, RM; Proulx, Daniel; Shakeshaft, Robin; ",Multiphoton processes in an intense laser field. VI. Two-color ionization with incommensurable frequencies,Physical Review A,44,1,574,1991,APS
"Ernesti, Andreas; Hutson, Jeremy M; ",On the rotational constants of floppy molecules,Chemical physics letters,222,3,257-262,1994,Elsevier
"Flower, David R; Wrathmall, Steven A; ",Rovibrational Excitation of Interstellar Molecules at Low Energies,,,,,,
"Flower, DR; Pineau Des Forets, G; ",VizieR Online Data Catalog: Modelling of shock waves molecular line emission (Flower+ 2012),VizieR Online Data Catalog,,,J/MNRAS/421/2786,2013,
"Magnant, F; Fort, B; Flower, DR; ",On the Significance of the Existence of Classes for Visible Coronal Lines,"Astronomy and Astrophysics, Vol. 17, p. 403 (1972)",17,,403,1972,
"Flower, DR; ",Inelastic collisions between C+ (2P) and H2,"Journal of Physics B: Atomic, Molecular and Optical Physics",21,15,L451,1988,IOP Publishing
"Flower, DR; des Forêts, G Pineau; ",Interpreting observations of molecular outflow sources: the MHD shock code mhd_vode,Astronomy & Astrophysics,578,,A63,2015,EDP Sciences
"Slim, HA; Heck, EL; Bransden, BH; Flower, DR; ",Calculated cross sections for electron capture by protons from helium into the H (n= 3) level,"Journal of Physics B: Atomic, Molecular and Optical Physics",23,19,L611,1990,IOP Publishing
"Flower, DR; Offer, A; Schilke, P; ","The (j, k)=(3, 3) inversion line of NH3-A possible interstellar chronometer","Monthly Notices of the Royal Astronomical Society (ISSN 0035-8711), vol. 244, May 1, 1990, p. 4P-8P. Research supported by SERC.",244,,4P-8P,1990,
"Gonzalez-Martinez, Maykel Leonardo; Hutson, Jeremy M; ",PART A-Atomic and molecular collisions and interactions-Ultracold atom-molecule collisions and bound states in magnetic fields: Tuning zero-energy Feshbach resonances in He-NH (3S-),Physical Review-Section A-Atomic Molecular and Optical Physics,75,2,22702-22702,2007,"New York, NY: Published by the American Physical Society through the …"
"Joulain, K; Falgarone, E; Pineau des Forêts, G; Flower, David; ",Chemistry in turbulence dissipative structures.,"Acta Cosmologica, Fasc. 23-2, p. 103-106",23,,103-106,1997,
"Griffin, PF; Weatherill, KJ; Macleod, SG; Potvliege, RM; Adams, CS; ",LOADING OF SELECTED SITES IN AN OPTICAL LATTICE USING LIGHT–SHIFT ENGINEERING,Laser Spectroscopy,,,307-314,2005,World Scientific
"Weatherill, KJ; Pritchard, JD; Griffin, PF; Dammalapati, U; Adams, CS; Riis, E; ",A versatile and reliably reusable ultrahigh vacuum viewport,Review of Scientific Instruments,80,2,,2009,AIP Publishing
"Hanley, Ryan K; Huillery, Paul; Keegan, Niamh C; Bounds, Alistair D; Boddy, Danielle; Faoro, Riccardo; Jones, Matthew PA; ",Quantitative simulation of a magneto-optical trap operating near the photon recoil limit,Journal of Modern Optics,65,5-6,667-676,2018,Taylor & Francis
"Hutson, Jeremy M; ",Classical path methods for lineshape cross sections,Status and Future Developments in the Study of Transport Properties,,,57-72,1992,Springer
"Ashton, CJ; Child, MS; Hutson, Jeremy M; ",Rotational predissociation of the Ar⋅ HCl van der Waals complex: Close‐coupled scattering calculations,The Journal of Chemical Physics,78,6,4025-4039,1983,American Institute of Physics
"Adams, Charles; ",Atom gyroscope measures tiny rotations,Physics World,10,6,24,1997,IOP Publishing
"Caron, CFR; Potvliege, RM; ",Optimum conical angle of a bessel–gauss beam for low-order harmonic generation in gases,JOSA B,16,9,1377-1384,1999,Optica Publishing Group
"Davies, HJ; Adams, CS; ",Mean-field model of a weakly interacting Bose condensate in a harmonic potential,Physical Review A,55,4,R2527,1997,APS
"CHIRILĂ, CC; Joachain, CJ; Kylstra, Niels Jan; Potvliege, RM; ",Interaction of ultra-intense laser pulses with relativistic ions,Laser and Particle Beams,22,3,203-206,2004,Cambridge University Press
"Pineau des Forêts, Guillaume; Roueff, Edith; Flower, DR; ",Theoretical studies of interstellar molecular shocks–X. The chemical fractionation of deuterium in dark clouds,Monthly Notices of the Royal Astronomical Society,240,1,167-177,1989,"Oxford University Press Oxford, UK"
"Offer, A; Flower, DR; ",Rotational excitation of OH by para-and ortho-H2,"Journal of Physics B: Atomic, Molecular and Optical Physics",23,15,L391,1990,IOP Publishing
"Cooper, Adam R; Hutson, Jeremy M; ",Nonadditive intermolecular forces from the spectroscopy of van der Waals trimers: Calculations on Ar2–HCl,The Journal of chemical physics,98,7,5337-5351,1993,American Institute of Physics
"Adam, Wolfgang; Bergauer, T; Blöch, D; Brondolin, E; Dragicevic, M; Frühwirth, R; Hinger, V; Steininger, H; Treberer-Treberspurg, W; Beaumont, W; ",Experimental study of different silicon sensor options for the upgrade of the CMS Outer Tracker,Journal of Instrumentation,15,04,P04017,2020,IOP Publishing
"Monteiro, TS; Flower, DR; Pineau des Forêts, G; Roueff, E; ",Theoretical studies of interstellar molecular shocks–VII. The photodissociation of molecular hydrogen,Monthly Notices of the Royal Astronomical Society,234,4,863-872,1988,"Oxford University Press Oxford, UK"
"Allan, RJ; Clegg, RES; Dickinson, AS; Flower, DR; ",Mg–H+ charge transfer and Mg line intensities in gaseous nebulae,Monthly Notices of the Royal Astronomical Society,235,4,1245-1255,1988,"Oxford University Press Oxford, UK"
"Molony, PK; Gregory, PD; Kumar, A; Lu, B; Ji, Z; Köppinger, MP; Le Sueur, C Ruth; Blackley, CL; Hutson, JM; Cornish, SL; ",Creation of 87 RbCs molecules in the rovibrational ground state,,,,,,
"FLOWER, DR; ","T. If equations of the form of (1) can be solved, then the ratio, N (X"""")/N (X"")",Planetary Nebulae,34,,205,2012,Springer Science & Business Media
"Bohme, DK; Smith, D; Adams, NG; Rowe, BR; Marquette, JB; Rebrion, C; des Forcts, G Pineau; Roueff, E; Flower, DR; Mitchell, BA; ",Faraday Transactions II,,,,,,
"Helm, John L; Billam, Thomas P; Rakonjac, Ana; Cornish, Simon L; Gardiner, Simon A; ",Spin-orbit-coupled interferometry with ring-trapped Bose-Einstein condensates,Physical review letters,120,6,063201,2018,APS
"Cugliandolo, Leticia F; Lahaye, Thierry; Adams, Charles S; Weidemüller, Matthias; Browaeys, Antoine; Porto, Trey; ","Current Trends in Atomic Physics: Lecture Notes of the Les Houches Summer School: Vol. 107, 4-29 July 2016",,,,,2019,Oxford University Press
"Żuchowski, Piotr S; Hutson, Jeremy M; ",Cold collisions of N atoms and NH molecules in magnetic fields,arXiv preprint arXiv:1009.1322,,,,2010,
"Flower, DR; Pineau Des Forets, G; ",The dissipation of shock waves in the outer solar atmosphere-A reappraisal,"Astronomy and Astrophysics, vol. 119, no. 2, Mar. 1983, p. 321-323.",119,,321-323,1983,
"Emine, Mese; Potvliege, RM; ",The Floquet quasienergy spectrum of rare gases,,,,,,
"CLAVEL, J; FLOWER, D; ",A search for absorption in the fourth positive system of CO in the spectrum of the planetary nebulae IC 418(with International Ultraviolet Explorer),2 nd European IUE Conf. p 197-200(SEE N 81-13817 04-89),,,,1980,
"Sawant, Rahul; Blackmore, Jacob A; Gregory, Philip D; Mur-Petit, Jordi; Jaksch, Dieter; Aldegunde, Jesús; Hutson, Jeremy M; Tarbutt, Michael R; Cornish, Simon L; ",Ultracold polar molecules as qudits,New Journal of Physics,22,1,013027,2020,IOP Publishing
"Flower, DR; ",Chemical abundances in the planetary nebulae in Galaxy and in the Magellanic Clouds,Gas in the Interstellar Medium,,,100,1984,
"Shorttle, Oliver; Mandel, Kaisey; Jones, Matthew; Ijzermans, Rutger; Hirst, Bill; Jonathan, Philip; Roberts, Clayton; ",Missing Methane: Enhanced Monitoring of Atmospheric Methane From Space with Hierarchical Bayesian Inference,AGU Fall Meeting Abstracts,2022,,GC32J-0719,2022,
"Leadbeater, M; Winiecki, T; Adams, CS; ",Effect of condensate depletion on the critical velocity for vortex nucleation in quantum fluids,"Journal of Physics B: Atomic, Molecular and Optical Physics",36,8,L143,2003,IOP Publishing
"Cornish, Simon; ",Coherences and collisions of ultracold RbCs molecules,"APS Division of Atomic, Molecular and Optical Physics Meeting Abstracts",2019,,P06. 002,2019,
"Flower, DR; des Forêts, G Pineau; ",Time-dependent models of shocks in molecular,,,,,,
"Flower, DR; Seaton, MJ; ",A program to calculate radiative recombination coefficients of hydrogenic ions,Computer Physics Communications,1,,,1969,Elsevier
"Flower, DR; Penn, CJ; Seaton, MJ; ",Ultraviolet spectra of planetary nebulae–IX. High-dispersion observations of NGC 7662,Monthly Notices of the Royal Astronomical Society,201,1,39P-43P,1982,The Royal Astronomical Society
"Fearnside, AS; Potvliege, RM; Shakeshaft, R; ","Light-induced states of H and H [sup [minus]], shadow states, and the dressed potential",Physical Review A;(United States),51,2,,1995,
"Flower, DR; Monteiro, TS; des Forêts, G Pineau; Roueff, E; ",Chemistry in Shocked Interstellar Gas,"Rate Coefficients in Astrochemistry: Proceedings of a Conference held at Umis, Manchester, UK September 21–24, 1987",,,271-280,1988,Springer
"Danby, G; Flower, DR; Valiron, P; Kochanski, E; Kurdi, L; Diercksen, GHF; ",Rotational excitation of para-NH3 by para-H2,Journal of Physics B: Atomic and Molecular Physics,20,5,1039,1987,IOP Publishing
"Billam, TP; Cornish, SL; Gardiner, SA; ",Realizing bright-matter-wave-soliton collisions with controlled relative phase,Physical Review A,83,4,041602,2011,APS
"Flower, DR; ",Atomic Data for the Coronal Ion Fe8~,"Astronomy and Astrophysics, Vol. 56, p. 451 (1977)",56,,451,1977,
"Pritchard, JD; Gauguet, A; Weatherill, KJ; Jones, MPA; Adams, CS; ",Cooperative optical non-linearity due to dipolar interactions in an ultra-cold Rydberg ensemble,,,,,,
"Jundt, G; Purves, GT; Adams, CS; Hughes, IG; ",View Profile,,,,,,
"Wieman, C; Roberts, J; Cornish, S; Claussen, N; Cornell, E; ",85Rubidium—a Bose–Einstein condensate with adjustable interactions,Quantum Electronics and Laser Science Conference,,,QWB4,2000,Optica Publishing Group
